variant,membership_type,scope,asset,membership_weeks,entry_count,reentry_count,first_entry,final_exit,mean_duration_weeks,median_duration_weeks,maximum_duration_weeks
D2,TOP_6,POST_WARMUP,INJ-USDT,7,2,1,2023-05-08T00:00:00+00:00,2024-01-22T00:00:00+00:00,3.5,3.5,5
D2,TOP_6,POST_WARMUP,JASMY-USDT,7,3,2,2022-03-28T00:00:00+00:00,2024-07-01T00:00:00+00:00,2.3333333333333335,2,3
D2,TOP_6,POST_WARMUP,KCS-USDT,115,2,1,2019-04-01T00:00:00+00:00,2021-08-09T00:00:00+00:00,57.5,57.5,111
D2,TOP_6,POST_WARMUP,LDO-USDT,1,1,0,2023-03-06T00:00:00+00:00,2023-03-06T00:00:00+00:00,1.0,1,1
D2,TOP_6,POST_WARMUP,LINK-USDT,8,2,1,2023-11-06T00:00:00+00:00,2024-02-12T00:00:00+00:00,4.0,4.0,7
D2,TOP_6,POST_WARMUP,LTC-USDT,106,12,11,2019-04-01T00:00:00+00:00,2023-08-28T00:00:00+00:00,8.833333333333334,2.5,64
D2,TOP_6,POST_WARMUP,LUNC-USDT,13,2,1,2022-09-12T00:00:00+00:00,2023-01-16T00:00:00+00:00,6.5,6.5,12
D2,TOP_6,POST_WARMUP,NEAR-USDT,22,5,4,2022-01-17T00:00:00+00:00,2024-07-08T00:00:00+00:00,4.4,5,9
D2,TOP_6,POST_WARMUP,ONDO-USDT,8,1,0,2024-06-17T00:00:00+00:00,2024-08-05T00:00:00+00:00,8.0,8,8
D2,TOP_6,POST_WARMUP,OP-USDT,3,1,0,2023-03-13T00:00:00+00:00,2023-03-27T00:00:00+00:00,3.0,3,3
D2,TOP_6,POST_WARMUP,QNT-USDT,2,1,0,2022-10-24T00:00:00+00:00,2022-10-31T00:00:00+00:00,2.0,2,2
D2,TOP_6,POST_WARMUP,RUNE-USDT,1,1,0,2023-12-04T00:00:00+00:00,2023-12-04T00:00:00+00:00,1.0,1,1
D2,TOP_6,POST_WARMUP,SAND-USDT,5,1,0,2021-11-29T00:00:00+00:00,2021-12-27T00:00:00+00:00,5.0,5,5
D2,TOP_6,POST_WARMUP,SENSO-USDT,4,1,0,2020-06-22T00:00:00+00:00,2020-07-13T00:00:00+00:00,4.0,4,4
D2,TOP_6,POST_WARMUP,SHIB-USDT,60,10,9,2021-10-25T00:00:00+00:00,2024-12-30T00:00:00+00:00,6.0,4.5,15
D2,TOP_6,POST_WARMUP,SOL-USDT,150,6,5,2021-11-08T00:00:00+00:00,2024-12-30T00:00:00+00:00,25.0,1.5,105
D2,TOP_6,POST_WARMUP,TAO-USDT,1,1,0,2024-10-14T00:00:00+00:00,2024-10-14T00:00:00+00:00,1.0,1,1
D2,TOP_6,POST_WARMUP,TRX-USDT,60,5,4,2019-04-01T00:00:00+00:00,2022-05-30T00:00:00+00:00,12.0,2,51
D2,TOP_6,POST_WARMUP,WIF-USDT,9,2,1,2024-07-15T00:00:00+00:00,2024-10-21T00:00:00+00:00,4.5,4.5,8
D2,TOP_6,POST_WARMUP,XMR-USDT,30,6,5,2023-05-22T00:00:00+00:00,2024-11-18T00:00:00+00:00,5.0,4.5,9
D2,TOP_6,POST_WARMUP,XRP-USDT,292,5,4,2019-04-01T00:00:00+00:00,2024-12-30T00:00:00+00:00,58.4,27,148
D2,TOP_6,POST_WARMUP,XTZ-USDT,17,2,1,2020-03-23T00:00:00+00:00,2020-09-07T00:00:00+00:00,8.5,8.5,10
D2,TOP_8,FULL,ADA-USDT,130,13,12,2019-12-09T00:00:00+00:00,2024-12-23T00:00:00+00:00,10.0,4,60
D2,TOP_8,FULL,ALGO-USDT,12,3,2,2019-10-21T00:00:00+00:00,2021-10-11T00:00:00+00:00,4.0,5,5
D2,TOP_8,FULL,APE-USDT,10,1,0,2022-06-20T00:00:00+00:00,2022-08-22T00:00:00+00:00,10.0,10,10
D2,TOP_8,FULL,APT-USDT,4,1,0,2023-02-13T00:00:00+00:00,2023-03-06T00:00:00+00:00,4.0,4,4
D2,TOP_8,FULL,ARB-USDT,1,1,0,2024-01-22T00:00:00+00:00,2024-01-22T00:00:00+00:00,1.0,1,1
D2,TOP_8,FULL,ARPA-USDT,8,1,0,2019-10-14T00:00:00+00:00,2019-12-02T00:00:00+00:00,8.0,8,8
D2,TOP_8,FULL,ATOM-USDT,71,7,6,2019-08-26T00:00:00+00:00,2022-10-17T00:00:00+00:00,10.142857142857142,7,23
D2,TOP_8,FULL,AVAX-USDT,64,5,4,2021-09-13T00:00:00+00:00,2024-02-19T00:00:00+00:00,12.8,6,43
D2,TOP_8,FULL,BCH-USDT,8,3,2,2021-05-10T00:00:00+00:00,2023-07-24T00:00:00+00:00,2.6666666666666665,2,5
D2,TOP_8,FULL,BNB-USDT,72,12,11,2019-09-23T00:00:00+00:00,2023-07-24T00:00:00+00:00,6.0,4.5,30
D2,TOP_8,FULL,BTC-USDT,310,1,0,2019-01-28T00:00:00+00:00,2024-12-30T00:00:00+00:00,310.0,310,310
D2,TOP_8,FULL,BTT-USDT,1,1,0,2021-04-19T00:00:00+00:00,2021-04-19T00:00:00+00:00,1.0,1,1
D2,TOP_8,FULL,CFX-USDT,1,1,0,2023-04-10T00:00:00+00:00,2023-04-10T00:00:00+00:00,1.0,1,1
D2,TOP_8,FULL,CHZ-USDT,2,1,0,2022-11-28T00:00:00+00:00,2022-12-05T00:00:00+00:00,2.0,2,2
D2,TOP_8,FULL,CRO-USDT,2,1,0,2021-12-06T00:00:00+00:00,2021-12-13T00:00:00+00:00,2.0,2,2
D2,TOP_8,FULL,DOGE-USDT,93,12,11,2021-05-17T00:00:00+00:00,2024-12-30T00:00:00+00:00,7.75,6.0,19
D2,TOP_8,FULL,DOT-USDT,59,6,5,2020-11-23T00:00:00+00:00,2022-06-13T00:00:00+00:00,9.833333333333334,5.5,26
D2,TOP_8,FULL,ETH-USDT,310,1,0,2019-01-28T00:00:00+00:00,2024-12-30T00:00:00+00:00,310.0,310,310
D2,TOP_8,FULL,FET-USDT,9,2,1,2024-03-11T00:00:00+00:00,2024-10-21T00:00:00+00:00,4.5,4.5,8
D2,TOP_8,FULL,FIL-USDT,1,1,0,2024-03-11T00:00:00+00:00,2024-03-11T00:00:00+00:00,1.0,1,1
D2,TOP_8,FULL,FLOKI-USDT,2,1,0,2024-03-18T00:00:00+00:00,2024-03-25T00:00:00+00:00,2.0,2,2
D2,TOP_8,FULL,GALAX-USDT,1,1,0,2023-01-30T00:00:00+00:00,2023-01-30T00:00:00+00:00,1.0,1,1
D2,TOP_8,FULL,GMT-USDT,1,1,0,2022-07-25T00:00:00+00:00,2022-07-25T00:00:00+00:00,1.0,1,1
D2,TOP_8,FULL,HBAR-USDT,3,2,1,2024-12-09T00:00:00+00:00,2024-12-30T00:00:00+00:00,1.5,1.5,2
D2,TOP_8,FULL,ICP-USDT,21,3,2,2021-08-30T00:00:00+00:00,2024-05-20T00:00:00+00:00,7.0,8,11
D2,TOP_8,FULL,INJ-USDT,24,4,3,2023-05-01T00:00:00+00:00,2024-03-04T00:00:00+00:00,6.0,5.5,11
D2,TOP_8,FULL,JASMY-USDT,13,4,3,2022-03-28T00:00:00+00:00,2024-07-15T00:00:00+00:00,3.25,2.0,8
D2,TOP_8,FULL,KCS-USDT,126,2,1,2019-03-11T00:00:00+00:00,2021-08-23T00:00:00+00:00,63.0,63.0,117
D2,TOP_8,FULL,LDO-USDT,2,1,0,2023-03-06T00:00:00+00:00,2023-03-13T00:00:00+00:00,2.0,2,2
D2,TOP_8,FULL,LINK-USDT,33,6,5,2020-11-30T00:00:00+00:00,2024-02-26T00:00:00+00:00,5.5,3.5,12
D2,TOP_8,FULL,LTC-USDT,148,9,8,2019-03-18T00:00:00+00:00,2023-10-23T00:00:00+00:00,16.444444444444443,8,70
D2,TOP_8,FULL,LUNA-USDT,5,1,0,2022-09-26T00:00:00+00:00,2022-10-24T00:00:00+00:00,5.0,5,5
D2,TOP_8,FULL,LUNC-USDT,19,4,3,2022-09-12T00:00:00+00:00,2023-12-25T00:00:00+00:00,4.75,3.0,12
D2,TOP_8,FULL,NEAR-USDT,34,5,4,2022-01-17T00:00:00+00:00,2024-09-30T00:00:00+00:00,6.8,6,12
D2,TOP_8,FULL,ONDO-USDT,11,1,0,2024-06-17T00:00:00+00:00,2024-08-26T00:00:00+00:00,11.0,11,11
D2,TOP_8,FULL,ONE-USDT,2,1,0,2022-01-24T00:00:00+00:00,2022-01-31T00:00:00+00:00,2.0,2,2
D2,TOP_8,FULL,OP-USDT,4,1,0,2023-03-13T00:00:00+00:00,2023-04-03T00:00:00+00:00,4.0,4,4
D2,TOP_8,FULL,QNT-USDT,3,1,0,2022-10-24T00:00:00+00:00,2022-11-07T00:00:00+00:00,3.0,3,3
D2,TOP_8,FULL,RSR-USDT,1,1,0,2022-10-31T00:00:00+00:00,2022-10-31T00:00:00+00:00,1.0,1,1
D2,TOP_8,FULL,RUNE-USDT,7,3,2,2022-03-28T00:00:00+00:00,2023-12-11T00:00:00+00:00,2.3333333333333335,3,3
D2,TOP_8,FULL,SAND-USDT,7,1,0,2021-11-29T00:00:00+00:00,2022-01-10T00:00:00+00:00,7.0,7,7
D2,TOP_8,FULL,SEI-USDT,1,1,0,2024-01-29T00:00:00+00:00,2024-01-29T00:00:00+00:00,1.0,1,1
D2,TOP_8,FULL,SENSO-USDT,7,1,0,2020-06-22T00:00:00+00:00,2020-08-03T00:00:00+00:00,7.0,7,7
D2,TOP_8,FULL,SHIB-USDT,93,12,11,2021-10-25T00:00:00+00:00,2024-12-30T00:00:00+00:00,7.75,5.5,19
D2,TOP_8,FULL,SOL-USDT,164,2,1,2021-11-08T00:00:00+00:00,2024-12-30T00:00:00+00:00,82.0,82.0,153
D2,TOP_8,FULL,STX-USDT,1,1,0,2023-03-20T00:00:00+00:00,2023-03-20T00:00:00+00:00,1.0,1,1
D2,TOP_8,FULL,TAO-USDT,7,1,0,2024-10-07T00:00:00+00:00,2024-11-18T00:00:00+00:00,7.0,7,7
D2,TOP_8,FULL,TRX-USDT,82,4,3,2019-03-18T00:00:00+00:00,2022-05-30T00:00:00+00:00,20.5,6.0,69
D2,TOP_8,FULL,WIF-USDT,21,5,4,2024-04-22T00:00:00+00:00,2024-12-02T00:00:00+00:00,4.2,2,13
D2,TOP_8,FULL,XMR-USDT,48,8,7,2022-12-26T00:00:00+00:00,2024-12-30T00:00:00+00:00,6.0,3.0,26
D2,TOP_8,FULL,XRP-USDT,302,2,1,2019-03-18T00:00:00+00:00,2024-12-30T00:00:00+00:00,151.0,151.0,152
D2,TOP_8,FULL,XTZ-USDT,28,4,3,2020-03-09T00:00:00+00:00,2020-11-16T00:00:00+00:00,7.0,6.0,15
D2,TOP_8,POST_WARMUP,ADA-USDT,130,13,12,2019-12-09T00:00:00+00:00,2024-12-23T00:00:00+00:00,10.0,4,60
D2,TOP_8,POST_WARMUP,ALGO-USDT,12,3,2,2019-10-21T00:00:00+00:00,2021-10-11T00:00:00+00:00,4.0,5,5
D2,TOP_8,POST_WARMUP,APE-USDT,10,1,0,2022-06-20T00:00:00+00:00,2022-08-22T00:00:00+00:00,10.0,10,10
D2,TOP_8,POST_WARMUP,APT-USDT,4,1,0,2023-02-13T00:00:00+00:00,2023-03-06T00:00:00+00:00,4.0,4,4
D2,TOP_8,POST_WARMUP,ARB-USDT,1,1,0,2024-01-22T00:00:00+00:00,2024-01-22T00:00:00+00:00,1.0,1,1
D2,TOP_8,POST_WARMUP,ARPA-USDT,8,1,0,2019-10-14T00:00:00+00:00,2019-12-02T00:00:00+00:00,8.0,8,8
D2,TOP_8,POST_WARMUP,ATOM-USDT,71,7,6,2019-08-26T00:00:00+00:00,2022-10-17T00:00:00+00:00,10.142857142857142,7,23
D2,TOP_8,POST_WARMUP,AVAX-USDT,64,5,4,2021-09-13T00:00:00+00:00,2024-02-19T00:00:00+00:00,12.8,6,43
D2,TOP_8,POST_WARMUP,BCH-USDT,8,3,2,2021-05-10T00:00:00+00:00,2023-07-24T00:00:00+00:00,2.6666666666666665,2,5
D2,TOP_8,POST_WARMUP,BNB-USDT,72,12,11,2019-09-23T00:00:00+00:00,2023-07-24T00:00:00+00:00,6.0,4.5,30
D2,TOP_8,POST_WARMUP,BTC-USDT,301,1,0,2019-04-01T00:00:00+00:00,2024-12-30T00:00:00+00:00,301.0,301,301
D2,TOP_8,POST_WARMUP,BTT-USDT,1,1,0,2021-04-19T00:00:00+00:00,2021-04-19T00:00:00+00:00,1.0,1,1
D2,TOP_8,POST_WARMUP,CFX-USDT,1,1,0,2023-04-10T00:00:00+00:00,2023-04-10T00:00:00+00:00,1.0,1,1
D2,TOP_8,POST_WARMUP,CHZ-USDT,2,1,0,2022-11-28T00:00:00+00:00,2022-12-05T00:00:00+00:00,2.0,2,2
D2,TOP_8,POST_WARMUP,CRO-USDT,2,1,0,2021-12-06T00:00:00+00:00,2021-12-13T00:00:00+00:00,2.0,2,2
D2,TOP_8,POST_WARMUP,DOGE-USDT,93,12,11,2021-05-17T00:00:00+00:00,2024-12-30T00:00:00+00:00,7.75,6.0,19
D2,TOP_8,POST_WARMUP,DOT-USDT,59,6,5,2020-11-23T00:00:00+00:00,2022-06-13T00:00:00+00:00,9.833333333333334,5.5,26
D2,TOP_8,POST_WARMUP,ETH-USDT,301,1,0,2019-04-01T00:00:00+00:00,2024-12-30T00:00:00+00:00,301.0,301,301
D2,TOP_8,POST_WARMUP,FET-USDT,9,2,1,2024-03-11T00:00:00+00:00,2024-10-21T00:00:00+00:00,4.5,4.5,8
D2,TOP_8,POST_WARMUP,FIL-USDT,1,1,0,2024-03-11T00:00:00+00:00,2024-03-11T00:00:00+00:00,1.0,1,1
D2,TOP_8,POST_WARMUP,FLOKI-USDT,2,1,0,2024-03-18T00:00:00+00:00,2024-03-25T00:00:00+00:00,2.0,2,2
D2,TOP_8,POST_WARMUP,GALAX-USDT,1,1,0,2023-01-30T00:00:00+00:00,2023-01-30T00:00:00+00:00,1.0,1,1
D2,TOP_8,POST_WARMUP,GMT-USDT,1,1,0,2022-07-25T00:00:00+00:00,2022-07-25T00:00:00+00:00,1.0,1,1
D2,TOP_8,POST_WARMUP,HBAR-USDT,3,2,1,2024-12-09T00:00:00+00:00,2024-12-30T00:00:00+00:00,1.5,1.5,2
D2,TOP_8,POST_WARMUP,ICP-USDT,21,3,2,2021-08-30T00:00:00+00:00,2024-05-20T00:00:00+00:00,7.0,8,11
D2,TOP_8,POST_WARMUP,INJ-USDT,24,4,3,2023-05-01T00:00:00+00:00,2024-03-04T00:00:00+00:00,6.0,5.5,11
D2,TOP_8,POST_WARMUP,JASMY-USDT,13,4,3,2022-03-28T00:00:00+00:00,2024-07-15T00:00:00+00:00,3.25,2.0,8
D2,TOP_8,POST_WARMUP,KCS-USDT,123,2,1,2019-04-01T00:00:00+00:00,2021-08-23T00:00:00+00:00,61.5,61.5,114
D2,TOP_8,POST_WARMUP,LDO-USDT,2,1,0,2023-03-06T00:00:00+00:00,2023-03-13T00:00:00+00:00,2.0,2,2
D2,TOP_8,POST_WARMUP,LINK-USDT,33,6,5,2020-11-30T00:00:00+00:00,2024-02-26T00:00:00+00:00,5.5,3.5,12
D2,TOP_8,POST_WARMUP,LTC-USDT,146,9,8,2019-04-01T00:00:00+00:00,2023-10-23T00:00:00+00:00,16.22222222222222,8,68
D2,TOP_8,POST_WARMUP,LUNA-USDT,5,1,0,2022-09-26T00:00:00+00:00,2022-10-24T00:00:00+00:00,5.0,5,5
D2,TOP_8,POST_WARMUP,LUNC-USDT,19,4,3,2022-09-12T00:00:00+00:00,2023-12-25T00:00:00+00:00,4.75,3.0,12
D2,TOP_8,POST_WARMUP,NEAR-USDT,34,5,4,2022-01-17T00:00:00+00:00,2024-09-30T00:00:00+00:00,6.8,6,12
D2,TOP_8,POST_WARMUP,ONDO-USDT,11,1,0,2024-06-17T00:00:00+00:00,2024-08-26T00:00:00+00:00,11.0,11,11
D2,TOP_8,POST_WARMUP,ONE-USDT,2,1,0,2022-01-24T00:00:00+00:00,2022-01-31T00:00:00+00:00,2.0,2,2
D2,TOP_8,POST_WARMUP,OP-USDT,4,1,0,2023-03-13T00:00:00+00:00,2023-04-03T00:00:00+00:00,4.0,4,4
D2,TOP_8,POST_WARMUP,QNT-USDT,3,1,0,2022-10-24T00:00:00+00:00,2022-11-07T00:00:00+00:00,3.0,3,3
D2,TOP_8,POST_WARMUP,RSR-USDT,1,1,0,2022-10-31T00:00:00+00:00,2022-10-31T00:00:00+00:00,1.0,1,1
D2,TOP_8,POST_WARMUP,RUNE-USDT,7,3,2,2022-03-28T00:00:00+00:00,2023-12-11T00:00:00+00:00,2.3333333333333335,3,3
D2,TOP_8,POST_WARMUP,SAND-USDT,7,1,0,2021-11-29T00:00:00+00:00,2022-01-10T00:00:00+00:00,7.0,7,7
D2,TOP_8,POST_WARMUP,SEI-USDT,1,1,0,2024-01-29T00:00:00+00:00,2024-01-29T00:00:00+00:00,1.0,1,1
D2,TOP_8,POST_WARMUP,SENSO-USDT,7,1,0,2020-06-22T00:00:00+00:00,2020-08-03T00:00:00+00:00,7.0,7,7
D2,TOP_8,POST_WARMUP,SHIB-USDT,93,12,11,2021-10-25T00:00:00+00:00,2024-12-30T00:00:00+00:00,7.75,5.5,19
D2,TOP_8,POST_WARMUP,SOL-USDT,164,2,1,2021-11-08T00:00:00+00:00,2024-12-30T00:00:00+00:00,82.0,82.0,153
D2,TOP_8,POST_WARMUP,STX-USDT,1,1,0,2023-03-20T00:00:00+00:00,2023-03-20T00:00:00+00:00,1.0,1,1
D2,TOP_8,POST_WARMUP,TAO-USDT,7,1,0,2024-10-07T00:00:00+00:00,2024-11-18T00:00:00+00:00,7.0,7,7
D2,TOP_8,POST_WARMUP,TRX-USDT,80,4,3,2019-04-01T00:00:00+00:00,2022-05-30T00:00:00+00:00,20.0,6.0,67
D2,TOP_8,POST_WARMUP,WIF-USDT,21,5,4,2024-04-22T00:00:00+00:00,2024-12-02T00:00:00+00:00,4.2,2,13
D2,TOP_8,POST_WARMUP,XMR-USDT,48,8,7,2022-12-26T00:00:00+00:00,2024-12-30T00:00:00+00:00,6.0,3.0,26
D2,TOP_8,POST_WARMUP,XRP-USDT,300,2,1,2019-04-01T00:00:00+00:00,2024-12-30T00:00:00+00:00,150.0,150.0,152
D2,TOP_8,POST_WARMUP,XTZ-USDT,28,4,3,2020-03-09T00:00:00+00:00,2020-11-16T00:00:00+00:00,7.0,6.0,15
D2,TOP_10,FULL,AAVE-USDT,3,2,1,2021-02-15T00:00:00+00:00,2024-09-30T00:00:00+00:00,1.5,1.5,2
D2,TOP_10,FULL,ADA-USDT,184,16,15,2019-10-07T00:00:00+00:00,2024-12-30T00:00:00+00:00,11.5,3.0,100
D2,TOP_10,FULL,ALGO-USDT,28,6,5,2019-09-23T00:00:00+00:00,2022-11-28T00:00:00+00:00,4.666666666666667,4.0,10
D2,TOP_10,FULL,APE-USDT,13,3,2,2022-06-20T00:00:00+00:00,2022-12-19T00:00:00+00:00,4.333333333333333,2,10
D2,TOP_10,FULL,APT-USDT,4,1,0,2023-02-13T00:00:00+00:00,2023-03-06T00:00:00+00:00,4.0,4,4
D2,TOP_10,FULL,ARB-USDT,5,1,0,2024-01-15T00:00:00+00:00,2024-02-12T00:00:00+00:00,5.0,5,5
D2,TOP_10,FULL,ARPA-USDT,11,3,2,2019-10-14T00:00:00+00:00,2020-01-06T00:00:00+00:00,3.6666666666666665,2,8
D2,TOP_10,FULL,ATOM-USDT,104,7,6,2019-08-26T00:00:00+00:00,2022-11-07T00:00:00+00:00,14.857142857142858,9,55
D2,TOP_10,FULL,AVAX-USDT,76,8,7,2021-09-06T00:00:00+00:00,2024-05-27T00:00:00+00:00,9.5,2.5,45
D2,TOP_10,FULL,BCH-USDT,11,3,2,2021-05-10T00:00:00+00:00,2023-10-09T00:00:00+00:00,3.6666666666666665,3,7
D2,TOP_10,FULL,BNB-USDT,135,14,13,2019-09-23T00:00:00+00:00,2024-04-15T00:00:00+00:00,9.642857142857142,8.5,45
D2,TOP_10,FULL,BTC-USDT,310,1,0,2019-01-28T00:00:00+00:00,2024-12-30T00:00:00+00:00,310.0,310,310
D2,TOP_10,FULL,BTT-USDT,4,1,0,2021-04-12T00:00:00+00:00,2021-05-03T00:00:00+00:00,4.0,4,4
D2,TOP_10,FULL,CFX-USDT,5,2,1,2023-04-03T00:00:00+00:00,2023-06-12T00:00:00+00:00,2.5,2.5,3
D2,TOP_10,FULL,CHZ-USDT,2,1,0,2022-11-28T00:00:00+00:00,2022-12-05T00:00:00+00:00,2.0,2,2
D2,TOP_10,FULL,CRO-USDT,3,1,0,2021-12-06T00:00:00+00:00,2021-12-20T00:00:00+00:00,3.0,3,3
D2,TOP_10,FULL,DOGE-USDT,120,10,9,2021-05-17T00:00:00+00:00,2024-12-30T00:00:00+00:00,12.0,9.5,28
D2,TOP_10,FULL,DOT-USDT,75,6,5,2020-11-23T00:00:00+00:00,2022-08-15T00:00:00+00:00,12.5,9.5,28
D2,TOP_10,FULL,ELON-USDT,1,1,0,2021-11-15T00:00:00+00:00,2021-11-15T00:00:00+00:00,1.0,1,1
D2,TOP_10,FULL,ETH-USDT,310,1,0,2019-01-28T00:00:00+00:00,2024-12-30T00:00:00+00:00,310.0,310,310
D2,TOP_10,FULL,FET-USDT,20,3,2,2024-03-11T00:00:00+00:00,2024-12-23T00:00:00+00:00,6.666666666666667,4,12
D2,TOP_10,FULL,FIL-USDT,3,1,0,2024-03-04T00:00:00+00:00,2024-03-18T00:00:00+00:00,3.0,3,3
D2,TOP_10,FULL,FLOKI-USDT,8,2,1,2024-03-18T00:00:00+00:00,2024-06-24T00:00:00+00:00,4.0,4.0,4
D2,TOP_10,FULL,GALAX-USDT,3,1,0,2023-01-23T00:00:00+00:00,2023-02-06T00:00:00+00:00,3.0,3,3
D2,TOP_10,FULL,GMT-USDT,3,1,0,2022-07-18T00:00:00+00:00,2022-08-01T00:00:00+00:00,3.0,3,3
D2,TOP_10,FULL,GRT-USDT,2,2,1,2021-03-22T00:00:00+00:00,2023-03-06T00:00:00+00:00,1.0,1.0,1
D2,TOP_10,FULL,HBAR-USDT,7,2,1,2023-08-28T00:00:00+00:00,2024-12-30T00:00:00+00:00,3.5,3.5,4
D2,TOP_10,FULL,ICP-USDT,24,3,2,2021-08-16T00:00:00+00:00,2024-05-20T00:00:00+00:00,8.0,8,11
D2,TOP_10,FULL,INJ-USDT,34,3,2,2023-05-01T00:00:00+00:00,2024-08-05T00:00:00+00:00,11.333333333333334,14,19
D2,TOP_10,FULL,JASMY-USDT,18,4,3,2022-03-28T00:00:00+00:00,2024-08-19T00:00:00+00:00,4.5,4.0,9
D2,TOP_10,FULL,KCS-USDT,131,1,0,2019-03-11T00:00:00+00:00,2021-09-06T00:00:00+00:00,131.0,131,131
D2,TOP_10,FULL,KSM-USDT,5,2,1,2020-05-18T00:00:00+00:00,2021-07-05T00:00:00+00:00,2.5,2.5,3
D2,TOP_10,FULL,LDO-USDT,3,1,0,2023-02-27T00:00:00+00:00,2023-03-13T00:00:00+00:00,3.0,3,3
D2,TOP_10,FULL,LINK-USDT,65,11,10,2020-11-23T00:00:00+00:00,2024-12-30T00:00:00+00:00,5.909090909090909,3,20
D2,TOP_10,FULL,LTC-USDT,172,4,3,2019-03-18T00:00:00+00:00,2023-11-13T00:00:00+00:00,43.0,24.5,116
D2,TOP_10,FULL,LUNA-USDT,5,1,0,2022-09-26T00:00:00+00:00,2022-10-24T00:00:00+00:00,5.0,5,5
D2,TOP_10,FULL,LUNC-USDT,22,2,1,2022-09-12T00:00:00+00:00,2023-12-25T00:00:00+00:00,11.0,11.0,20
D2,TOP_10,FULL,NAKA-USDT,3,2,1,2023-09-25T00:00:00+00:00,2023-10-16T00:00:00+00:00,1.5,1.5,2
D2,TOP_10,FULL,NEAR-USDT,46,5,4,2022-01-10T00:00:00+00:00,2024-10-14T00:00:00+00:00,9.2,9,12
D2,TOP_10,FULL,ONDO-USDT,18,2,1,2024-04-22T00:00:00+00:00,2024-09-02T00:00:00+00:00,9.0,9.0,14
D2,TOP_10,FULL,ONE-USDT,6,2,1,2021-11-01T00:00:00+00:00,2022-02-07T00:00:00+00:00,3.0,3.0,4
D2,TOP_10,FULL,OP-USDT,4,1,0,2023-03-13T00:00:00+00:00,2023-04-03T00:00:00+00:00,4.0,4,4
D2,TOP_10,FULL,PYR-USDT,1,1,0,2022-04-25T00:00:00+00:00,2022-04-25T00:00:00+00:00,1.0,1,1
D2,TOP_10,FULL,QNT-USDT,4,1,0,2022-10-17T00:00:00+00:00,2022-11-07T00:00:00+00:00,4.0,4,4
D2,TOP_10,FULL,RSR-USDT,3,1,0,2022-10-17T00:00:00+00:00,2022-10-31T00:00:00+00:00,3.0,3,3
D2,TOP_10,FULL,RUNE-USDT,7,3,2,2022-03-28T00:00:00+00:00,2023-12-11T00:00:00+00:00,2.3333333333333335,3,3
D2,TOP_10,FULL,SAND-USDT,7,1,0,2021-11-29T00:00:00+00:00,2022-01-10T00:00:00+00:00,7.0,7,7
D2,TOP_10,FULL,SEI-USDT,1,1,0,2024-01-29T00:00:00+00:00,2024-01-29T00:00:00+00:00,1.0,1,1
D2,TOP_10,FULL,SENSO-USDT,15,2,1,2020-06-22T00:00:00+00:00,2020-11-02T00:00:00+00:00,7.5,7.5,9
D2,TOP_10,FULL,SHIB-USDT,127,11,10,2021-10-25T00:00:00+00:00,2024-12-30T00:00:00+00:00,11.545454545454545,13,26
D2,TOP_10,FULL,SLP-USDT,3,1,0,2022-02-28T00:00:00+00:00,2022-03-14T00:00:00+00:00,3.0,3,3
D2,TOP_10,FULL,SOL-USDT,165,1,0,2021-11-08T00:00:00+00:00,2024-12-30T00:00:00+00:00,165.0,165,165
D2,TOP_10,FULL,STX-USDT,2,1,0,2023-03-20T00:00:00+00:00,2023-03-27T00:00:00+00:00,2.0,2,2
D2,TOP_10,FULL,TAO-USDT,9,1,0,2024-10-07T00:00:00+00:00,2024-12-02T00:00:00+00:00,9.0,9,9
D2,TOP_10,FULL,TRX-USDT,108,8,7,2019-03-18T00:00:00+00:00,2024-09-16T00:00:00+00:00,13.5,3.0,88
D2,TOP_10,FULL,UNI-USDT,7,3,2,2020-12-21T00:00:00+00:00,2021-02-22T00:00:00+00:00,2.3333333333333335,1,5
D2,TOP_10,FULL,VELO-USDT,5,2,1,2020-12-21T00:00:00+00:00,2024-05-27T00:00:00+00:00,2.5,2.5,3
D2,TOP_10,FULL,WIF-USDT,32,3,2,2024-04-22T00:00:00+00:00,2024-12-09T00:00:00+00:00,10.666666666666666,9,14
D2,TOP_10,FULL,WLD-USDT,1,1,0,2023-10-23T00:00:00+00:00,2023-10-23T00:00:00+00:00,1.0,1,1
D2,TOP_10,FULL,XCN-USDT,2,1,0,2022-08-29T00:00:00+00:00,2022-09-05T00:00:00+00:00,2.0,2,2
D2,TOP_10,FULL,XMR-USDT,65,8,7,2022-12-26T00:00:00+00:00,2024-12-30T00:00:00+00:00,8.125,4.5,29
D2,TOP_10,FULL,XRP-USDT,303,1,0,2019-03-18T00:00:00+00:00,2024-12-30T00:00:00+00:00,303.0,303,303
D2,TOP_10,FULL,XTZ-USDT,50,3,2,2019-09-30T00:00:00+00:00,2020-12-07T00:00:00+00:00,16.666666666666668,3,46
D2,TOP_10,FULL,ZEC-USDT,17,4,3,2020-03-23T00:00:00+00:00,2020-11-16T00:00:00+00:00,4.25,3.5,8
D2,TOP_10,POST_WARMUP,AAVE-USDT,3,2,1,2021-02-15T00:00:00+00:00,2024-09-30T00:00:00+00:00,1.5,1.5,2
D2,TOP_10,POST_WARMUP,ADA-USDT,184,16,15,2019-10-07T00:00:00+00:00,2024-12-30T00:00:00+00:00,11.5,3.0,100
